sample_nr,label,label_name,unique_label_count,labels_json,has_single_label,row_count,first_global_row,last_global_row,contiguous_segment_count,rows_are_contiguous,first_timestamp,last_timestamp,minimum_timestamp,maximum_timestamp,duration_seconds,timestamp_decrease_count,timestamp_equal_count,positive_delta_count,timestamps_monotonic_nondecreasing,mean_positive_delta_seconds,std_positive_delta_seconds,minimum_positive_delta_seconds,maximum_positive_delta_seconds,estimated_sampling_rate_hz,runtime_state_count,runtime_states_json
3319,5,supplementary_operation,1,[5],True,584,5044811,5045394,1,True,10834.73,10840.84,10834.73,10840.84,6.11,0,0,583,True,0.0104802744425,0.00317189716998,0.0099999999984,0.0400000000009,95.4173486088,3,"[0, 1, 2]"
3320,3,missing_screw,1,[3],True,1091,5045395,5046485,1,True,10840.85,10851.96,10840.85,10851.96,11.11,0,0,1090,True,0.0101926605505,0.00156203269251,0.0099999999984,0.0400000000009,98.1098109811,3,"[0, 1, 2]"
3321,5,supplementary_operation,1,[5],True,1422,5046486,5047907,1,True,10851.97,10866.31,10851.97,10866.31,14.34,0,0,1421,True,0.0100914848698,0.00121221410278,0.0099999999984,0.0400000000009,99.0934449093,3,"[0, 1, 2]"
3322,0,normal_tightening,1,[0],True,1430,5047908,5049337,1,True,10866.32,10881.07,10866.32,10881.07,14.75,0,0,1429,True,0.010321903429,0.00231403126029,0.0099999999984,0.0400000000009,96.8813559322,3,"[0, 1, 2]"
3323,5,supplementary_operation,1,[5],True,1402,5049338,5050739,1,True,10881.08,10895.72,10881.08,10895.72,14.64,0,0,1401,True,0.0104496788009,0.00275280693236,0.0099999999984,0.0400000000009,95.6967213115,3,"[0, 1, 2]"
3324,0,normal_tightening,1,[0],True,1301,5050740,5052040,1,True,10895.73,10909.17,10895.73,10909.17,13.44,0,0,1300,True,0.0103384615385,0.00236172637685,0.0099999999984,0.0400000000009,96.7261904762,3,"[0, 1, 2]"
3325,5,supplementary_operation,1,[5],True,1802,5052041,5053842,1,True,10909.18,10927.55,10909.18,10927.55,18.37,0,0,1801,True,0.0101998889506,0.00201714472365,0.0099999999984,0.0500000000011,98.0402830702,3,"[0, 1, 2]"
3326,0,normal_tightening,1,[0],True,1323,5053843,5055165,1,True,10927.56,10941.03,10927.56,10941.03,13.47,0,0,1322,True,0.010189107413,0.00195500117946,0.0099999999984,0.0400000000009,98.1440237565,3,"[0, 1, 2]"
3327,5,supplementary_operation,1,[5],True,1790,5055166,5056955,1,True,10941.04,10959.27,10941.04,10959.27,18.23,0,0,1789,True,0.0101900503074,0.00199711682842,0.0099999999984,0.0400000000009,98.1349424026,3,"[0, 1, 2]"
3328,0,normal_tightening,1,[0],True,1260,5056956,5058215,1,True,10959.28,10972.27,10959.28,10972.27,12.99,0,0,1259,True,0.0103177124702,0.00240348486273,0.0099999999984,0.0500000000011,96.9207082371,3,"[0, 1, 2]"
3329,5,supplementary_operation,1,[5],True,1085,5058216,5059300,1,True,10972.28,10983.43,10972.28,10983.43,11.15,0,0,1084,True,0.0102859778598,0.00250669709316,0.0099999999984,0.0599999999995,97.2197309417,3,"[0, 1, 2]"
3330,3,missing_screw,1,[3],True,980,5059301,5060280,1,True,10983.44,10993.25,10983.44,10993.25,9.81,0,0,979,True,0.0100204290092,0.000451522698758,0.0099999999984,0.0200000000004,99.7961264016,3,"[0, 1, 2]"
3331,5,supplementary_operation,1,[5],True,1751,5060281,5062031,1,True,10993.26,11011.54,10993.26,11011.54,18.28,0,0,1750,True,0.0104457142857,0.00312156946397,0.0099999999984,0.0500000000011,95.7330415755,3,"[0, 1, 2]"
3332,0,normal_tightening,1,[0],True,1493,5062032,5063524,1,True,11011.55,11027.49,11011.55,11027.49,15.94,0,0,1492,True,0.0106836461126,0.00370698573968,0.0099999999984,0.0500000000011,93.6010037641,3,"[0, 1, 2]"
3333,5,supplementary_operation,1,[5],True,1800,5063525,5065324,1,True,11027.5,11045.89,11027.5,11045.89,18.39,0,0,1799,True,0.0102223457476,0.00184307391523,0.0099999999984,0.0500000000011,97.8249048396,3,"[0, 1, 2]"
3334,0,normal_tightening,1,[0],True,1576,5065325,5066900,1,True,11045.9,11062.14,11045.9,11062.14,16.24,0,0,1575,True,0.0103111111111,0.00200753430945,0.0099999999984,0.0400000000009,96.9827586207,3,"[0, 1, 2]"
3335,5,supplementary_operation,1,[5],True,1813,5066901,5068713,1,True,11062.15,11080.65,11062.15,11080.65,18.5,0,0,1812,True,0.0102097130243,0.00183783949289,0.0099999999984,0.0400000000009,97.9459459459,3,"[0, 1, 2]"
3336,0,normal_tightening,1,[0],True,1558,5068714,5070271,1,True,11080.66,11096.24,11080.66,11096.24,15.58,0,0,1557,True,0.0100064226076,0.000253347243727,0.0099999999984,0.0200000000004,99.9358151476,3,"[0, 1, 2]"
3337,5,supplementary_operation,1,[5],True,1850,5070272,5072121,1,True,11096.25,11114.77,11096.25,11114.77,18.52,0,0,1849,True,0.0100162249865,0.000519762629586,0.0099999999984,0.0299999999988,99.838012959,3,"[0, 1, 2]"
3338,0,normal_tightening,1,[0],True,1471,5072122,5073592,1,True,11114.78,11130.18,11114.78,11130.18,15.4,0,0,1470,True,0.0104761904762,0.00269374011881,0.0099999999984,0.0500000000011,95.4545454545,3,"[0, 1, 2]"
3339,5,supplementary_operation,1,[5],True,1579,5073593,5075171,1,True,11130.19,11219.342,11130.19,11219.342,89.152,0,0,1578,True,0.0564968314322,1.84192484501,0.0099999999984,73.202,17.7001076813,3,"[0, 1, 2]"
3340,3,missing_screw,1,[3],True,1286,5075172,5076457,1,True,11219.352,11232.352,11219.352,11232.352,13,0,0,1285,True,0.0101167315175,0.00121036067955,0.0099999999984,0.0300000000007,98.8461538462,3,"[0, 1, 2]"
3341,5,supplementary_operation,1,[5],True,1787,5076458,5078244,1,True,11232.362,11250.832,11232.362,11250.832,18.47,0,0,1786,True,0.0103415453527,0.00258036097967,0.0099999999984,0.0499999999993,96.6973470493,3,"[0, 1, 2]"
3342,0,normal_tightening,1,[0],True,1582,5078245,5079826,1,True,11250.842,11267.232,11250.842,11267.232,16.39,0,0,1581,True,0.01036685642,0.00253841121259,0.0099999999984,0.0400000000009,96.4612568639,3,"[0, 1, 2]"
3343,5,supplementary_operation,1,[5],True,1791,5079827,5081617,1,True,11267.242,11285.852,11267.242,11285.852,18.61,0,0,1790,True,0.0103966480447,0.00271745648907,0.0099999999984,0.0500000000011,96.1848468565,3,"[0, 1, 2]"
3344,0,normal_tightening,1,[0],True,1504,5081618,5083121,1,True,11285.882,11301.652,11285.882,11301.652,15.77,0,0,1503,True,0.0104923486361,0.00303403426892,0.0099999999984,0.0499999999993,95.3075459734,3,"[0, 1, 2]"
3345,5,supplementary_operation,1,[5],True,1828,5083122,5084949,1,True,11301.662,11320.742,11301.662,11320.742,19.08,0,0,1827,True,0.0104433497537,0.00304508061998,0.0099999999984,0.0599999999995,95.7547169811,3,"[0, 1, 2]"
3346,0,normal_tightening,1,[0],True,1548,5084950,5086497,1,True,11320.752,11336.682,11320.752,11336.682,15.93,0,0,1547,True,0.0102973497091,0.00233895914589,0.0099999999984,0.0499999999993,97.1123666039,3,"[0, 1, 2]"
3347,5,supplementary_operation,1,[5],True,1813,5086498,5088310,1,True,11336.692,11355.522,11336.692,11355.522,18.83,0,0,1812,True,0.0103918322296,0.00263925610769,0.0099999999984,0.0500000000011,96.2294211365,3,"[0, 1, 2]"
3348,0,normal_tightening,1,[0],True,1444,5088311,5089754,1,True,11355.532,11370.922,11355.532,11370.922,15.39,0,0,1443,True,0.0106652806653,0.00336725606647,0.0099999999984,0.0599999999995,93.7621832359,3,"[0, 1, 2]"
3349,5,supplementary_operation,1,[5],True,1102,5089755,5090856,1,True,11370.932,11381.942,11370.932,11381.942,11.01,0,0,1101,True,0.01,0,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3350,3,missing_screw,1,[3],True,1181,5090857,5092037,1,True,11381.952,11393.852,11381.952,11393.852,11.9,0,0,1180,True,0.0100847457627,0.00159222832437,0.0099999999984,0.0499999999993,99.1596638655,3,"[0, 1, 2]"
3351,5,supplementary_operation,1,[5],True,1855,5092038,5093892,1,True,11393.862,11412.402,11393.862,11412.402,18.54,0,0,1854,True,0.01,1.13467620043e-09,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3352,0,normal_tightening,1,[0],True,1643,5093893,5095535,1,True,11412.412,11428.942,11412.412,11428.942,16.53,0,0,1642,True,0.0100669914738,0.00132727201335,0.0099999999984,0.0499999999993,99.3345432547,2,"[1, 2]"
3353,5,supplementary_operation,1,[5],True,1818,5095536,5097353,1,True,11428.952,11447.182,11428.952,11447.182,18.23,0,0,1817,True,0.010033021464,0.000811996836148,0.0099999999984,0.0399999999991,99.6708721887,3,"[0, 1, 2]"
3354,0,normal_tightening,1,[0],True,1507,5097354,5098860,1,True,11447.192,11462.342,11447.192,11462.342,15.15,0,0,1506,True,0.0100597609562,0.00112162775195,0.0099999999984,0.0399999999991,99.4059405941,3,"[0, 1, 2]"
3355,5,supplementary_operation,1,[5],True,1808,5098861,5100668,1,True,11462.352,11480.542,11462.352,11480.542,18.19,0,0,1807,True,0.0100664084117,0.00124302837056,0.0099999999984,0.0400000000009,99.3402968664,3,"[0, 1, 2]"
3356,0,normal_tightening,1,[0],True,2062,5100669,5102730,1,True,11480.552,11501.252,11480.552,11501.252,20.7,0,0,2061,True,0.0100436681223,0.000851994796333,0.0099999999984,0.0300000000007,99.5652173913,3,"[0, 1, 2]"
3357,5,supplementary_operation,1,[5],True,1806,5102731,5104536,1,True,11501.262,11519.672,11501.262,11519.672,18.41,0,0,1805,True,0.0101994459834,0.00193068234547,0.0099999999984,0.0400000000009,98.0445410103,3,"[0, 1, 2]"
3358,0,normal_tightening,1,[0],True,1520,5104537,5106056,1,True,11519.772,11535.152,11519.772,11535.152,15.38,0,0,1519,True,0.010125082291,0.00171663325529,0.0099999999984,0.0400000000009,98.7646293888,3,"[0, 1, 2]"
3359,5,supplementary_operation,1,[5],True,1082,5106057,5107138,1,True,11535.162,11546.092,11535.162,11546.092,10.93,0,0,1081,True,0.0101110083256,0.00135566069208,0.0099999999984,0.0400000000009,98.9021043001,3,"[0, 1, 2]"
3360,3,missing_screw,1,[3],True,1086,5107139,5108224,1,True,11546.102,11557.032,11546.102,11557.032,10.93,0,0,1085,True,0.0100737327189,0.00128590421933,0.0099999999984,0.0400000000009,99.2680695334,2,"[1, 2]"
3361,5,supplementary_operation,1,[5],True,1370,5108225,5109594,1,True,11557.042,11571.052,11557.042,11571.052,14.01,0,0,1369,True,0.0102337472608,0.00249545984767,0.0099999999984,0.0599999999995,97.715917202,3,"[0, 1, 2]"
3362,0,normal_tightening,1,[0],True,1531,5109595,5111125,1,True,11571.062,11586.592,11571.062,11586.592,15.53,0,0,1530,True,0.0101503267974,0.00178326000153,0.0099999999984,0.0499999999993,98.5189954926,3,"[0, 1, 2]"
3363,5,supplementary_operation,1,[5],True,1363,5111126,5112488,1,True,11586.602,11600.222,11586.602,11600.222,13.62,0,0,1362,True,0.01,0,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3364,0,normal_tightening,1,[0],True,1402,5112489,5113890,1,True,11600.232,11614.292,11600.232,11614.292,14.06,0,0,1401,True,0.0100356887937,0.00133535238646,0.0099999999984,0.0600000000013,99.6443812233,3,"[0, 1, 2]"
3365,5,supplementary_operation,1,[5],True,1336,5113891,5115226,1,True,11614.302,11627.992,11614.302,11627.992,13.69,0,0,1335,True,0.0102546816479,0.00252528905747,0.0099999999984,0.0499999999993,97.5164353543,3,"[0, 1, 2]"
3366,0,normal_tightening,1,[0],True,1337,5115227,5116563,1,True,11628.002,11641.442,11628.002,11641.442,13.44,0,0,1336,True,0.0100598802395,0.00115918926244,0.0099999999984,0.0400000000009,99.4047619048,3,"[0, 1, 2]"
3367,5,supplementary_operation,1,[5],True,1414,5116564,5117977,1,True,11641.452,11655.752,11641.452,11655.752,14.3,0,0,1413,True,0.0101203113942,0.0016569882601,0.0099999999984,0.0500000000011,98.8111888112,3,"[0, 1, 2]"
3368,0,normal_tightening,1,[0],True,1341,5117978,5119318,1,True,11655.762,11669.162,11655.762,11669.162,13.4,0,0,1340,True,0.01,0,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3369,5,supplementary_operation,1,[5],True,751,5119319,5120069,1,True,11669.172,11676.672,11669.172,11676.672,7.5,0,0,750,True,0.01,0,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3370,3,missing_screw,1,[3],True,1001,5120070,5121070,1,True,11676.682,11686.682,11676.682,11686.682,10,0,0,1000,True,0.01,0,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3371,5,supplementary_operation,1,[5],True,1782,5121071,5122852,1,True,11686.692,11704.722,11686.692,11704.722,18.03,0,0,1781,True,0.0101235261089,0.00167097362845,0.0099999999984,0.0400000000009,98.7798114254,3,"[0, 1, 2]"
3372,0,normal_tightening,1,[0],True,1282,5122853,5124134,1,True,11704.732,11717.542,11704.732,11717.542,12.81,0,0,1281,True,0.01,0,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3373,5,supplementary_operation,1,[5],True,1860,5124135,5125994,1,True,11717.552,11736.142,11717.552,11736.142,18.59,0,0,1859,True,0.01,1.13467620043e-09,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3374,0,normal_tightening,1,[0],True,1258,5125995,5127252,1,True,11736.152,11748.892,11736.152,11748.892,12.74,0,0,1257,True,0.0101352426412,0.00180095633373,0.0099999999984,0.0500000000011,98.6656200942,3,"[0, 1, 2]"
3375,5,supplementary_operation,1,[5],True,1851,5127253,5129103,1,True,11748.902,11767.482,11748.902,11767.482,18.58,0,0,1850,True,0.0100432432432,0.00108964178108,0.0099999999984,0.0400000000009,99.5694294941,2,"[1, 2]"
3376,0,normal_tightening,1,[0],True,1333,5129104,5130436,1,True,11767.492,11781.092,11767.492,11781.092,13.6,0,0,1332,True,0.0102102102102,0.00203961169629,0.0099999999984,0.0399999999991,97.9411764706,3,"[0, 1, 2]"
3377,5,supplementary_operation,1,[5],True,1855,5130437,5132291,1,True,11781.102,11799.682,11781.102,11799.682,18.58,0,0,1854,True,0.010021574973,0.000734104111347,0.0099999999984,0.0399999999991,99.784714747,3,"[0, 1, 2]"
3378,0,normal_tightening,1,[0],True,1669,5132292,5133960,1,True,11799.692,11816.372,11799.692,11816.372,16.68,0,0,1668,True,0.01,7.45421768799e-10,0.0099999999984,0.0100000000002,100,2,"[1, 2]"
3379,5,supplementary_operation,1,[5],True,1107,5133961,5135067,1,True,11816.382,11827.542,11816.382,11827.542,11.16,0,0,1106,True,0.0100904159132,0.00147030843004,0.0099999999984,0.0400000000009,99.1039426523,3,"[0, 1, 2]"
3380,3,missing_screw,1,[3],True,1233,5135068,5136300,1,True,11827.552,11839.992,11827.552,11839.992,12.44,0,0,1232,True,0.0100974025974,0.00192983910413,0.0099999999984,0.0599999999995,99.0353697749,2,"[1, 2]"
3381,5,supplementary_operation,1,[5],True,1799,5136301,5138099,1,True,11840.002,11858.172,11840.002,11858.172,18.17,0,0,1798,True,0.01010567297,0.00122086106662,0.0099999999984,0.0399999999991,98.9543203082,2,"[1, 2]"
3382,0,normal_tightening,1,[0],True,1763,5138100,5139862,1,True,11858.182,11875.992,11858.182,11875.992,17.81,0,0,1762,True,0.0101078320091,0.00103280799213,0.0099999999984,0.0200000000004,98.9331836047,3,"[0, 1, 2]"
3383,5,supplementary_operation,1,[5],True,1782,5139863,5141644,1,True,11876.002,11894.412,11876.002,11894.412,18.41,0,0,1781,True,0.010336889388,0.00224769722668,0.0099999999984,0.0500000000011,96.7409016839,2,"[1, 2]"
3384,0,normal_tightening,1,[0],True,1494,5141645,5143138,1,True,11894.422,11910.012,11894.422,11910.012,15.59,0,0,1493,True,0.0104420629605,0.00262761857986,0.0099999999984,0.0599999999995,95.7665169981,3,"[0, 1, 2]"
3385,5,supplementary_operation,1,[5],True,1783,5143139,5144921,1,True,11910.022,11928.382,11910.022,11928.382,18.36,0,0,1782,True,0.010303030303,0.00204280287028,0.0099999999984,0.0400000000009,97.0588235294,3,"[0, 1, 2]"
3386,0,normal_tightening,1,[0],True,1574,5144922,5146495,1,True,11928.392,11944.122,11928.392,11944.122,15.73,0,0,1573,True,0.01,3.08005990352e-10,0.0099999999984,0.0100000000002,100,3,"[0, 1, 2]"
3387,5,supplementary_operation,1,[5],True,1832,5146496,5148327,1,True,11944.132,11962.742,11944.132,11962.742,18.61,0,0,1831,True,0.0101638448935,0.00139258521208,0.0099999999984,0.0300000000007,98.3879634605,3,"[0, 1, 2]"
3388,0,normal_tightening,1,[0],True,1677,5148328,5150004,1,True,11962.752,11979.632,11962.752,11979.632,16.88,0,0,1676,True,0.0100715990453,0.000843127529004,0.0099999999984,0.0200000000004,99.2890995261,3,"[0, 1, 2]"
3389,5,supplementary_operation,1,[5],True,1122,5150005,5151126,1,True,11979.642,11990.892,11979.642,11990.892,11.25,0,0,1121,True,0.0100356824264,0.000730727829286,0.0099999999984,0.0299999999988,99.6444444444,3,"[0, 1, 2]"
3390,3,missing_screw,1,[3],True,1778,5151127,5152904,1,True,11990.902,12008.862,11990.902,12008.862,17.96,0,0,1777,True,0.0101069217783,0.00131646532724,0.0099999999984,0.0400000000009,98.9420935412,3,"[0, 1, 2]"
3391,5,supplementary_operation,1,[5],True,1808,5152905,5154712,1,True,12008.872,12027.282,12008.872,12027.282,18.41,0,0,1807,True,0.0101881571666,0.00181246171471,0.0099999999984,0.0400000000009,98.1531776209,2,"[1, 2]"
3392,0,normal_tightening,1,[0],True,1554,5154713,5156266,1,True,12027.292,12042.942,12027.292,12042.942,15.65,0,0,1553,True,0.0100772698004,0.00107381394278,0.0099999999984,0.0399999999991,99.2332268371,2,"[1, 2]"
3393,5,supplementary_operation,1,[5],True,1856,5156267,5158122,1,True,12042.952,12061.612,12042.952,12061.612,18.66,0,0,1855,True,0.0100592991914,0.000897278631671,0.0099999999984,0.0300000000007,99.4105037513,2,"[1, 2]"
3394,0,normal_tightening,1,[0],True,1579,5158123,5159701,1,True,12061.622,12077.922,12061.622,12077.922,16.3,0,0,1578,True,0.010329531052,0.00233839445489,0.0099999999984,0.0400000000009,96.8098159509,2,"[1, 2]"
3395,5,supplementary_operation,1,[5],True,1815,5159702,5161516,1,True,12077.932,12096.472,12077.932,12096.472,18.54,0,0,1814,True,0.0102205071665,0.00180526565547,0.0099999999984,0.0400000000009,97.8425026969,2,"[1, 2]"
3396,0,normal_tightening,1,[0],True,1523,5161517,5163039,1,True,12096.482,12111.752,12096.482,12111.752,15.27,0,0,1522,True,0.0100328515112,0.000677378723148,0.0099999999984,0.0299999999988,99.6725605763,3,"[0, 1, 2]"
3397,5,supplementary_operation,1,[5],True,1838,5163040,5164877,1,True,12111.762,12130.172,12111.762,12130.172,18.41,0,0,1837,True,0.0100217746326,0.000466124651706,0.0099999999984,0.0200000000004,99.7827267789,3,"[0, 1, 2]"
3398,0,normal_tightening,1,[0],True,1384,5164878,5166261,1,True,12130.182,12144.022,12130.182,12144.022,13.84,0,0,1383,True,0.010007230658,0.000268801595027,0.0099999999984,0.0200000000004,99.9277456647,3,"[0, 1, 2]"
3399,5,supplementary_operation,1,[5],True,1139,5166262,5167400,1,True,12144.032,12155.462,12144.032,12155.462,11.43,0,0,1138,True,0.0100439367311,0.00122144112476,0.0099999999984,0.0499999999993,99.5625546807,3,"[0, 1, 2]"
3400,3,missing_screw,1,[3],True,1089,5167401,5168489,1,True,12155.472,12166.682,12155.472,12166.682,11.21,0,0,1088,True,0.0103033088235,0.00191739044288,0.0099999999984,0.0399999999991,97.0561998216,3,"[0, 1, 2]"
3401,5,supplementary_operation,1,[5],True,1785,5168490,5170274,1,True,12166.692,12184.982,12166.692,12184.982,18.29,0,0,1784,True,0.0102522421525,0.00203479968817,0.0099999999984,0.0400000000009,97.5396391471,3,"[0, 1, 2]"
3402,0,normal_tightening,1,[0],True,1320,5170275,5171594,1,True,12184.992,12198.652,12184.992,12198.652,13.66,0,0,1319,True,0.0103563305534,0.0023254084301,0.0099999999984,0.0399999999991,96.5592972182,2,"[1, 2]"
3403,5,supplementary_operation,1,[5],True,1805,5171595,5173399,1,True,12198.662,12217.152,12198.662,12217.152,18.49,0,0,1804,True,0.0102494456763,0.00193974497229,0.0099999999984,0.0500000000011,97.5662520281,3,"[0, 1, 2]"
3404,0,normal_tightening,1,[0],True,1334,5173400,5174733,1,True,12217.162,12230.772,12217.162,12230.772,13.61,0,0,1333,True,0.0102100525131,0.00153508243808,0.0099999999984,0.0300000000007,97.9426891991,3,"[0, 1, 2]"
3405,5,supplementary_operation,1,[5],True,1827,5174734,5176560,1,True,12230.782,12249.162,12230.782,12249.162,18.38,0,0,1826,True,0.0100657174151,0.000873146263633,0.0099999999984,0.0300000000007,99.3471164309,3,"[0, 1, 2]"
3406,0,normal_tightening,1,[0],True,1324,5176561,5177884,1,True,12249.172,12262.742,12249.172,12262.742,13.57,0,0,1323,True,0.0102569916856,0.00180547224514,0.0099999999984,0.0400000000009,97.4944731024,3,"[0, 1, 2]"
3407,5,supplementary_operation,1,[5],True,1799,5177885,5179683,1,True,12262.752,12281.112,12262.752,12281.112,18.36,0,0,1798,True,0.0102113459399,0.00172007846763,0.0099999999984,0.0399999999991,97.9302832244,3,"[0, 1, 2]"
3408,0,normal_tightening,1,[0],True,1322,5179684,5181005,1,True,12281.122,12294.522,12281.122,12294.522,13.4,0,0,1321,True,0.0101438304315,0.00157398230652,0.0099999999984,0.0399999999991,98.5820895522,3,"[0, 1, 2]"
3409,5,supplementary_operation,1,[5],True,1126,5181006,5182131,1,True,12294.532,12305.872,12294.532,12305.872,11.34,0,0,1125,True,0.01008,0.000890842298091,0.0099999999984,0.0200000000004,99.2063492063,3,"[0, 1, 2]"
3410,3,missing_screw,1,[3],True,989,5182132,5183120,1,True,12305.882,12315.852,12305.882,12315.852,9.97,0,0,988,True,0.0100910931174,0.000950070112178,0.0099999999984,0.0200000000004,99.0972918756,3,"[0, 1, 2]"
3411,5,supplementary_operation,1,[5],True,1774,5183121,5184894,1,True,12315.862,12334.042,12315.862,12334.042,18.18,0,0,1773,True,0.0102538071066,0.00217479106774,0.0099999999984,0.0400000000009,97.5247524752,3,"[0, 1, 2]"
3412,0,normal_tightening,1,[0],True,1573,5184895,5186467,1,True,12334.052,12349.892,12334.052,12349.892,15.84,0,0,1572,True,0.0100763358779,0.000940615795906,0.0099999999984,0.0300000000007,99.2424242424,3,"[0, 1, 2]"
3413,5,supplementary_operation,1,[5],True,1766,5186468,5188233,1,True,12349.902,12368.332,12349.902,12368.332,18.43,0,0,1765,True,0.0104419263456,0.00263505432645,0.0099999999984,0.0499999999993,95.7677699403,3,"[0, 1, 2]"
3414,0,normal_tightening,1,[0],True,1631,5188234,5189864,1,True,12368.342,12384.802,12368.342,12384.802,16.46,0,0,1630,True,0.0100981595092,0.0010462596185,0.0099999999984,0.0300000000007,99.0279465371,3,"[0, 1, 2]"
3415,5,supplementary_operation,1,[5],True,1421,5189865,5191285,1,True,12384.812,12399.092,12384.812,12399.092,14.28,0,0,1420,True,0.0100563380282,0.000837288109747,0.0099999999984,0.0300000000007,99.4397759104,3,"[0, 1, 2]"
3416,0,normal_tightening,1,[0],True,1290,5191286,5192575,1,True,12399.102,12412.102,12399.102,12412.102,13,0,0,1289,True,0.0100853374709,0.001000625436,0.0099999999984,0.0300000000007,99.1538461538,3,"[0, 1, 2]"
3417,5,supplementary_operation,1,[5],True,1717,5192576,5194292,1,True,12412.112,12430.332,12412.112,12430.332,18.22,0,0,1716,True,0.0106177156177,0.0029903907336,0.0099999999984,0.0400000000009,94.1822173436,3,"[0, 1, 2]"
3418,0,normal_tightening,1,[0],True,1497,5194293,5195789,1,True,12430.342,12445.702,12430.342,12445.702,15.36,0,0,1496,True,0.0102673796791,0.00195077252768,0.0099999999984,0.0399999999991,97.3958333333,3,"[0, 1, 2]"
3419,5,supplementary_operation,1,[5],True,1123,5195790,5196912,1,True,12445.712,12456.962,12445.712,12456.962,11.25,0,0,1122,True,0.0100267379679,0.000516395933599,0.0099999999984,0.0200000000004,99.7333333333,3,"[0, 1, 2]"
3420,3,missing_screw,1,[3],True,1305,5196913,5198217,1,True,12456.972,12470.222,12456.972,12470.222,13.25,0,0,1304,True,0.0101610429448,0.00142990115645,0.0099999999984,0.0300000000007,98.4150943396,3,"[0, 1, 2]"
3421,5,supplementary_operation,1,[5],True,1856,5198218,5200073,1,True,12470.232,12488.982,12470.232,12488.982,18.75,0,0,1855,True,0.0101078167116,0.00130898546293,0.0099999999984,0.0400000000009,98.9333333333,3,"[0, 1, 2]"
3422,0,normal_tightening,1,[0],True,1526,5200074,5201599,1,True,12488.992,12504.822,12488.992,12504.822,15.83,0,0,1525,True,0.0103803278689,0.00245342314705,0.0099999999984,0.0400000000009,96.3360707517,3,"[0, 1, 2]"
3423,5,supplementary_operation,1,[5],True,1841,5201600,5203440,1,True,12504.832,12523.892,12504.832,12523.892,19.06,0,0,1840,True,0.0103586956522,0.00205406025131,0.0099999999984,0.0300000000007,96.537250787,3,"[0, 1, 2]"
3424,0,normal_tightening,1,[0],True,1339,5203441,5204779,1,True,12523.902,12537.292,12523.902,12537.292,13.39,0,0,1338,True,0.0100074738416,0.000273281095657,0.0099999999984,0.0200000000004,99.925317401,3,"[0, 1, 2]"
3425,5,supplementary_operation,1,[5],True,1785,5204780,5206564,1,True,12537.302,12555.842,12537.302,12555.842,18.54,0,0,1784,True,0.0103923766816,0.00245192981593,0.0099999999984,0.0400000000009,96.2243797195,3,"[0, 1, 2]"
3426,0,normal_tightening,1,[0],True,1358,5206565,5207922,1,True,12555.852,12569.462,12555.852,12569.462,13.61,0,0,1357,True,0.010029476787,0.000542124514621,0.0099999999984,0.0200000000004,99.706098457,3,"[0, 1, 2]"
3427,5,supplementary_operation,1,[5],True,1880,5207923,5209802,1,True,12569.472,12588.412,12569.472,12588.412,18.94,0,0,1879,True,0.0100798296966,0.00105415509893,0.0099999999984,0.0400000000009,99.2080253432,3,"[0, 1, 2]"
3428,0,normal_tightening,1,[0],True,1372,5209803,5211174,1,True,12588.422,12602.172,12588.422,12602.172,13.75,0,0,1371,True,0.0100291757841,0.000853547524246,0.0099999999984,0.0400000000009,99.7090909091,3,"[0, 1, 2]"
3429,5,supplementary_operation,1,[5],True,1074,5211175,5212248,1,True,12602.182,12613.402,12602.182,12613.402,11.22,0,0,1073,True,0.0104566635601,0.00256803689072,0.0099999999984,0.0400000000009,95.632798574,3,"[0, 1, 2]"
3430,3,missing_screw,1,[3],True,1304,5212249,5213552,1,True,12613.412,12626.642,12613.412,12626.642,13.23,0,0,1303,True,0.0101534919417,0.00145785026913,0.0099999999984,0.0300000000007,98.4882842026,3,"[0, 1, 2]"
3431,5,supplementary_operation,1,[5],True,1809,5213553,5215361,1,True,696.604,714.684,696.604,714.684,18.08,0,0,1808,True,0.01,1.63396690595e-09,0.00999999999976,0.0100000000001,100,3,"[0, 1, 2]"
3432,0,normal_tightening,1,[0],True,1458,5215362,5216819,1,True,714.694,729.274,714.694,729.274,14.58,0,0,1457,True,0.010006863418,0.000261891338759,0.00999999999976,0.02,99.9314128944,3,"[0, 1, 2]"
3433,5,supplementary_operation,1,[5],True,1590,5216820,5218409,1,True,729.284,745.174,729.284,745.174,15.89,0,0,1589,True,0.01,1.47255028606e-09,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
3434,0,normal_tightening,1,[0],True,1274,5218410,5219683,1,True,745.184,757.914,745.184,757.914,12.73,0,0,1273,True,0.01,1.26459408682e-09,0.00999999999976,0.0100000000002,100,3,"[0, 1, 2]"
